icd_code_4;CLASS_GPEAS_EXT;fl_cg;id_age_group;age_group;redistribuir;cod_class;CLASS_GPEAS_v032025;CLASS_GPEAS_PRODUCAO
S728;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S729;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S73;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S730;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S731;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S74;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S740;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S741;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S742;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S747;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S748;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S749;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S75;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S750;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S751;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S752;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S757;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S758;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S759;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S76;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S760;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S761;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S762;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S763;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S764;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S767;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S768;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S769;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S77;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S770;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S771;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S772;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S78;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S780;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S781;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S789;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S79;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S790;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S791;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S797;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S798;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S799;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S80;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S800;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S801;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S802;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S807;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S808;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S809;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S81;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S810;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S817;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S818;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S819;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S82;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S820;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S821;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S822;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S823;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S824;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S825;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S826;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S827;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S828;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S829;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S83;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S830;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S831;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S832;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S833;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S834;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S835;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S836;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S837;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S838;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S839;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S84;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S840;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S841;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S842;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S847;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S848;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S849;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S85;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S850;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S851;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S852;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S853;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S854;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S855;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S857;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S858;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S859;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S86;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S860;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S861;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S862;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S863;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S867;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S868;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S869;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S87;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S870;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S878;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S88;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S880;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S881;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S889;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S89;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S890;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S891;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S892;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S893;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S897;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S898;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S899;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S90;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S900;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S901;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S902;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S903;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S904;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S905;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S907;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S908;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S909;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S91;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S910;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S911;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S912;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S913;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S917;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S92;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S920;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S921;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S922;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S923;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S924;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S925;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S927;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S929;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S93;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S930;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S931;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S932;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S933;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S934;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S935;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S936;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S94;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S940;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S941;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S942;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S943;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S947;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S948;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S949;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S95;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S950;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S951;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S952;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S957;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S958;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S959;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S96;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S960;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S961;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S962;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S967;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S968;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S969;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S97;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S970;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S971;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S978;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S98;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S980;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S981;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S982;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S983;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S984;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S989;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S99;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S997;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S998;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
S999;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
SO69;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T00;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T000;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T001;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T002;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T003;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T006;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T008;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T009;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T01;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T010;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T011;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T012;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T013;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T016;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T018;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T019;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T02;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T020;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T021;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T022;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T023;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T024;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T025;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T026;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T027;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T028;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T029;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T03;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T030;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T031;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T032;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T033;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T034;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T038;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T039;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T04;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T040;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T041;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T042;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T043;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T044;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T047;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T048;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T049;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T05;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T050;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T051;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T052;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T053;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T054;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T055;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T056;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T058;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T059;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T06;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T060;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T061;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T062;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T063;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T064;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T065;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T068;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T07;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T070;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T08;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T080;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T09;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T090;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T091;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T092;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T093;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T094;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T095;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T096;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T098;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T099;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T10;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T100;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T11;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T110;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T111;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T112;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T113;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T114;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T115;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T116;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T118;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T119;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T12;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T120;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T121;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T13;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T130;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T131;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T132;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T133;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T134;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T135;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T136;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T138;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T139;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T14;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T140;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T141;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T142;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T143;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T144;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T145;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T146;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T147;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T148;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T149;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T15;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T150;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T151;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T158;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T159;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T16;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T161;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T162;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T169;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T17;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T170;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T171;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T172;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T173;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T174;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T175;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T178;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T179;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T18;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T180;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T181;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T182;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T183;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T184;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T185;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T188;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T189;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T19;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T190;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T191;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T192;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T193;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T194;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T198;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T199;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T20;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T200;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T201;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T202;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T203;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T204;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T205;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T206;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T207;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T21;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T210;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T211;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T212;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T213;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T214;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T215;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T216;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T217;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T219;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T22;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T220;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T221;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T222;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T223;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T224;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T225;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T226;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T227;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T23;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T230;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T231;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T232;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T233;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T234;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T235;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T236;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T237;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T24;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T240;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T241;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T242;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T243;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T244;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T245;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T246;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T247;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T25;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T250;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T251;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T252;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T253;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T254;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T255;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T256;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T257;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T26;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T260;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T261;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T262;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T263;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T264;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T265;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T266;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T267;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T268;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T269;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T27;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T270;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T271;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T272;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T273;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T274;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T275;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T276;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T277;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T28;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T280;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T281;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T282;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T283;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T284;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T285;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T286;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T287;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T288;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T289;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
T29;_injuries;Garbage Code;;;;_injuries;_injuries;_injuries
